,Name,Gender,Economic Status,Height,Weight,Age,Income
4771,Añv,Male,Rich,168.0,71.0,31.0,19354.0
4772,Üwupür,Female,Middle Class,170.0,90.0,34.0,20243.0
4773,Anoqut,Male,Rich,171.0,79.0,40.0,18883.0
4774,Abüw,Female,Middle Class,164.0,88.0,36.0,19258.0
4775,Adiüt,Female,Rich,171.0,77.0,40.0,18881.0
4776,Arasuy,Female,Middle Class,186.0,68.0,41.0,18241.0
4777,Bitp,Male,Middle Class,175.0,72.0,42.0,18360.0
4778,Upis,Female,Poor,173.0,78.0,33.0,18472.0
4779,Olah,Female,Middle Class,190.0,79.0,35.0,20255.0
4780,Eñe,Male,Poor,162.0,87.0,41.0,18898.0
4781,Ühunahehi,Male,Poor,185.0,75.0,36.0,18769.0
4782,Pconinojy,Female,Rich,166.0,89.0,42.0,19416.0
4783,Uhama,Male,Poor,169.0,85.0,33.0,19769.0
4784,Oluduq,Female,Poor,179.0,74.0,35.0,19570.0
4785,Znux,Male,Rich,167.0,87.0,31.0,20412.0
4786,Ylum,Female,Rich,164.0,86.0,38.0,21184.0
4787,Ivofig,Female,Middle Class,162.0,82.0,40.0,21076.0
4788,Oipüxon,Female,Middle Class,172.0,81.0,39.0,19360.0
4789,Ivehüñ,Female,Poor,178.0,71.0,39.0,19907.0
4790,Esüñib,Female,Rich,173.0,69.0,31.0,18855.0
4791,Umv,Female,Middle Class,174.0,74.0,32.0,18174.0
4792,Nas,Male,Rich,179.0,80.0,42.0,20584.0
4793,Abuz,Male,Rich,167.0,80.0,36.0,19574.0
4794,Ebuseyom,Male,Poor,187.0,89.0,37.0,20212.0
4795,Gububüs,Female,Poor,185.0,79.0,42.0,18685.0
4796,Eqd,Female,Middle Class,180.0,88.0,42.0,18780.0
4797,Uqisümnul,Female,Middle Class,175.0,68.0,38.0,20819.0
4798,Ayx,Male,Middle Class,174.0,73.0,39.0,20430.0
4799,Uwhozüq,Male,Rich,162.0,88.0,41.0,18688.0
4800,Ihacm,Female,Middle Class,188.0,88.0,42.0,20156.0
4801,Egañi,Male,Middle Class,168.0,67.0,38.0,18559.0
4802,Aveganapas,Female,Poor,172.0,73.0,42.0,18043.0
4803,Oloz,Female,Poor,163.0,71.0,36.0,18515.0
4804,Ufapiñ,Female,Middle Class,176.0,68.0,34.0,18316.0
4805,Aaqasy,Female,Poor,167.0,81.0,42.0,18582.0
4806,Amut,Female,Rich,179.0,75.0,39.0,19899.0
4807,Sum,Male,Middle Class,166.0,74.0,39.0,19133.0
4808,Uhpür,Male,Middle Class,168.0,67.0,36.0,19251.0
4809,Üsunodes,Male,Middle Class,165.0,67.0,36.0,20920.0
4810,Acüñezolut,Female,Poor,164.0,75.0,34.0,18983.0
4811,Ininod,Female,Poor,162.0,68.0,32.0,18790.0
4812,Ufün,Male,Middle Class,169.0,72.0,41.0,18696.0
4813,Oyowüñ,Female,Rich,161.0,71.0,36.0,18450.0
4814,Eban,Male,Rich,169.0,80.0,31.0,19224.0
4815,Amafacoc,Male,Middle Class,161.0,89.0,33.0,20090.0
4816,Uñüyunür,Female,Middle Class,162.0,72.0,33.0,20149.0
4817,Üjü,Male,Rich,172.0,76.0,34.0,20100.0
4818,Üpalül,Female,Rich,183.0,69.0,36.0,20019.0
4819,Ifuwes,Female,Middle Class,167.0,75.0,32.0,20553.0
4820,Ijüxatl,Male,Middle Class,162.0,87.0,38.0,19703.0
4821,Uirux,Female,Middle Class,182.0,80.0,39.0,20029.0
4822,Upijsuñ,Male,Middle Class,177.0,90.0,37.0,20201.0
4823,Ibül,Female,Poor,177.0,72.0,37.0,19231.0
4824,Uodazub,Male,Rich,185.0,66.0,36.0,19612.0
4825,Ajelegeh,Female,Rich,184.0,88.0,33.0,19980.0
4826,Aqüdotof,Male,Middle Class,174.0,84.0,31.0,20362.0
4827,Pol,Female,Rich,177.0,70.0,37.0,20921.0
4828,Adüziis,Male,Rich,187.0,69.0,39.0,19750.0
4829,Iuñ,Female,Poor,165.0,72.0,31.0,18730.0
4830,Ixexav,Male,Middle Class,163.0,71.0,42.0,19190.0
4831,Üux,Male,Poor,165.0,88.0,38.0,20603.0
4832,Aqcoq,Male,Poor,189.0,68.0,37.0,19420.0
4833,Acovt,Male,Poor,174.0,68.0,34.0,19261.0
4834,Ivoyrab,Female,Rich,170.0,83.0,40.0,18041.0
4835,Izt,Male,Middle Class,176.0,86.0,38.0,19402.0
4836,Obohüq,Female,Middle Class,184.0,84.0,35.0,19491.0
4837,Atzün,Male,Poor,169.0,66.0,33.0,20290.0
4838,Edey,Female,Middle Class,173.0,79.0,36.0,20925.0
4839,Avül,Female,Middle Class,164.0,82.0,34.0,19213.0
4840,Isy,Female,Poor,182.0,88.0,37.0,18299.0
4841,Ecilegef,Male,Poor,165.0,74.0,42.0,20626.0
4842,Ülilmüg,Male,Middle Class,184.0,78.0,35.0,20113.0
4843,Idegütif,Female,Middle Class,170.0,87.0,40.0,19077.0
4844,Arüjxv,Male,Rich,175.0,69.0,40.0,20838.0
4845,Ivy,Female,Rich,183.0,66.0,39.0,21409.0
4846,Üjaqiy,Male,Poor,169.0,68.0,42.0,20108.0
4847,Oceñol,Female,Poor,187.0,90.0,34.0,19794.0
4848,Irüev,Male,Poor,169.0,90.0,31.0,18065.0
4849,Oud,Male,Rich,178.0,83.0,38.0,19106.0
4850,Apüml,Male,Poor,188.0,88.0,32.0,19342.0
4851,Anurañoq,Female,Rich,168.0,82.0,40.0,19301.0
4852,Alalowüf,Female,Middle Class,181.0,66.0,34.0,19226.0
4853,Ucayin,Male,Middle Class,190.0,71.0,35.0,20918.0
4854,Ifüx,Female,Poor,163.0,85.0,34.0,20512.0
4855,Ehüew,Female,Poor,185.0,75.0,31.0,20154.0
4856,Odip,Female,Rich,165.0,86.0,39.0,20754.0
4857,Aer,Male,Poor,188.0,81.0,35.0,19837.0
4858,Üyut,Female,Rich,167.0,79.0,41.0,19597.0
4859,Ubomuxi,Female,Rich,184.0,68.0,37.0,19993.0
4860,Ühübaf,Female,Rich,186.0,67.0,41.0,18678.0
4861,Mqunoega,Male,Poor,184.0,81.0,42.0,19448.0
4862,Ovisat,Female,Rich,179.0,84.0,38.0,19171.0
4863,Uyon,Female,Rich,173.0,85.0,34.0,18918.0
4864,Qhato,Female,Poor,181.0,83.0,41.0,19608.0
4865,Rin,Male,Poor,164.0,72.0,35.0,20340.0
4866,Otulüq,Female,Rich,183.0,80.0,35.0,18429.0
4867,Agx,Female,Rich,169.0,84.0,34.0,18750.0
4868,Uqumuq,Female,Poor,172.0,73.0,32.0,19287.0
4869,Ulim,Female,Middle Class,182.0,81.0,33.0,19958.0
4870,Eaüpe,Female,Middle Class,172.0,72.0,40.0,19230.0
4871,Ipupo,Female,Poor,172.0,77.0,42.0,18481.0
4872,Üsag,Female,Middle Class,180.0,67.0,39.0,19027.0
4873,Iduj,Male,Rich,188.0,70.0,36.0,18265.0
4874,Isaxabaco,Female,Rich,170.0,67.0,31.0,21381.0
4875,Iygi,Female,Poor,165.0,82.0,37.0,18713.0
4876,Tacdud,Female,Rich,171.0,82.0,36.0,19496.0
4877,Ilen,Male,Middle Class,173.0,85.0,33.0,18553.0
4878,Ewuwiñem,Male,Rich,165.0,80.0,39.0,21203.0
4879,Izibm,Male,Middle Class,189.0,77.0,31.0,20003.0
4880,Alaf,Female,Poor,179.0,75.0,39.0,18563.0
4881,Abüp,Male,Poor,172.0,83.0,39.0,19947.0
4882,Üoupebit,Male,Poor,173.0,86.0,42.0,20275.0
4883,Eüj,Female,Middle Class,184.0,77.0,42.0,18699.0
4884,Ohigaqid,Male,Middle Class,188.0,77.0,41.0,20118.0
4885,Ergiwon,Female,Poor,173.0,83.0,41.0,20238.0
4886,Eyam,Female,Rich,175.0,85.0,31.0,20644.0
4887,Ijatomül,Female,Poor,177.0,69.0,40.0,21329.0
4888,Qüqof,Male,Middle Class,187.0,83.0,31.0,20111.0
4889,Easo,Female,Rich,170.0,69.0,40.0,19274.0
4890,Üfulohul,Female,Poor,164.0,68.0,39.0,19277.0
4891,Etüv,Female,Poor,162.0,87.0,38.0,21425.0
4892,Üñiiwoxuy,Female,Middle Class,162.0,76.0,39.0,19734.0
4893,Oiv,Female,Poor,188.0,83.0,37.0,20092.0
4894,Üvahag,Male,Poor,186.0,77.0,40.0,20145.0
4895,Uqonüzoc,Female,Rich,187.0,84.0,40.0,18481.0
4896,Uqülegad,Male,Poor,161.0,69.0,38.0,19015.0
4897,Ilüwüfoy,Female,Rich,178.0,74.0,42.0,19107.0
4898,Eñu,Female,Rich,166.0,71.0,31.0,20641.0
4899,Ady,Male,Middle Class,166.0,80.0,35.0,20381.0
4900,Etalacixa,Male,Poor,180.0,69.0,42.0,20479.0
4901,Orül,Male,Middle Class,172.0,76.0,36.0,18119.0
4902,Ioc,Male,Rich,186.0,71.0,31.0,18407.0
4903,Puy,Female,Rich,162.0,79.0,32.0,18251.0
4904,Otoqir,Male,Rich,178.0,66.0,38.0,18901.0
4905,Jüqbüb,Female,Poor,169.0,76.0,37.0,18986.0
4906,Areleguf,Female,Rich,167.0,68.0,41.0,21164.0
4907,Ñubüz,Male,Poor,187.0,75.0,33.0,19884.0
4908,Aweyihox,Male,Middle Class,182.0,80.0,32.0,21297.0
4909,Ülot,Male,Poor,174.0,80.0,36.0,19453.0
4910,Odaloli,Female,Middle Class,163.0,88.0,37.0,20340.0
4911,Üñuvr,Male,Middle Class,171.0,72.0,33.0,20424.0
4912,Irugi,Female,Rich,185.0,84.0,38.0,20100.0
4913,Arocül,Female,Rich,166.0,73.0,39.0,19159.0
4914,Apesasin,Female,Rich,168.0,78.0,32.0,20601.0
4915,Igirün,Male,Middle Class,183.0,83.0,42.0,20659.0
4916,Eharbuw,Male,Rich,163.0,81.0,31.0,21402.0
4917,Ijü,Male,Middle Class,190.0,73.0,38.0,20934.0
4918,Ahüq,Male,Rich,189.0,75.0,33.0,18240.0
4919,Iwosoüy,Female,Rich,170.0,71.0,41.0,21453.0
4920,Utñvun,Male,Rich,180.0,79.0,39.0,21142.0
4921,Ürahigm,Male,Poor,172.0,87.0,42.0,18470.0
4922,Iaiyor,Female,Poor,177.0,67.0,35.0,21236.0
4923,Evadax,Female,Poor,186.0,67.0,34.0,18459.0
4924,Aleqorez,Male,Middle Class,165.0,76.0,40.0,20124.0
4925,Üsof,Female,Poor,184.0,89.0,33.0,20678.0
4926,Apüzof,Female,Rich,182.0,84.0,35.0,18493.0
4927,Ivañix,Female,Poor,186.0,72.0,34.0,19469.0
4928,Olapüo,Male,Rich,187.0,70.0,37.0,19656.0
4929,Aqüqiwic,Male,Rich,172.0,77.0,39.0,20740.0
4930,Üadalñ,Male,Poor,161.0,74.0,36.0,19362.0
4931,Üyüv,Female,Rich,182.0,87.0,31.0,20300.0
4932,Oxüsuyome,Male,Rich,168.0,69.0,41.0,20874.0
4933,Oniñ,Male,Rich,174.0,69.0,35.0,20072.0
4934,Ojux,Female,Rich,183.0,72.0,34.0,20520.0
4935,Arüüz,Female,Rich,163.0,75.0,41.0,19079.0
4936,Iyawed,Male,Poor,164.0,78.0,34.0,18401.0
4937,Olüj,Female,Middle Class,178.0,88.0,38.0,18752.0
4938,Useñüd,Female,Rich,164.0,84.0,41.0,18593.0
4939,Aralüdür,Female,Rich,185.0,67.0,40.0,19323.0
4940,Osalüsüy,Female,Poor,165.0,83.0,38.0,18256.0
4941,Auen,Female,Rich,189.0,70.0,32.0,21454.0
4942,Amübü,Female,Middle Class,173.0,70.0,34.0,20367.0
4943,Ifüre,Female,Rich,188.0,74.0,34.0,19978.0
4944,Ütuxata,Male,Middle Class,175.0,80.0,42.0,20618.0
4945,Ibüv,Female,Rich,166.0,79.0,42.0,18521.0
4946,Ezz,Female,Poor,179.0,74.0,32.0,20605.0
4947,Iarexe,Female,Middle Class,187.0,79.0,32.0,21330.0
4948,Atdolüf,Female,Rich,169.0,83.0,38.0,19661.0
4949,Ücuox,Female,Rich,176.0,73.0,37.0,19201.0
4950,Egñ,Female,Middle Class,164.0,82.0,31.0,21055.0
4951,Uyüflem,Male,Middle Class,167.0,75.0,42.0,20853.0
4952,Ugeh,Male,Rich,182.0,75.0,31.0,19448.0
4953,Üñüzoüxo,Female,Middle Class,178.0,90.0,36.0,21439.0
4954,Erac,Male,Rich,181.0,83.0,36.0,20602.0
4955,Üwü,Male,Middle Class,187.0,70.0,42.0,19929.0
4956,Esüloaluw,Male,Rich,188.0,69.0,40.0,18016.0
4957,Uhuxow,Female,Rich,168.0,85.0,32.0,18492.0
4958,Noimuyüxex,Male,Poor,184.0,75.0,37.0,18966.0
4959,Eloñap,Female,Rich,185.0,67.0,38.0,20593.0
4960,Ayuyola,Female,Middle Class,185.0,79.0,37.0,20255.0
4961,Uxolütoj,Female,Poor,188.0,87.0,35.0,19094.0
4962,Ogunilüz,Male,Middle Class,180.0,89.0,39.0,18327.0
4963,Lia,Female,Poor,184.0,71.0,35.0,18602.0
4964,Ivisidutum,Male,Poor,188.0,85.0,35.0,19473.0
4965,Oridipeb,Female,Poor,164.0,88.0,36.0,20483.0
4966,Üühl,Female,Middle Class,183.0,80.0,41.0,20079.0
4967,Uluñol,Male,Rich,175.0,78.0,37.0,19818.0
4968,Oñütülen,Female,Rich,178.0,88.0,34.0,20975.0
4969,Ühwc,Female,Middle Class,167.0,81.0,33.0,19693.0
4970,Awaho,Female,Middle Class,180.0,76.0,39.0,18201.0
4971,Üwix,Female,Middle Class,188.0,72.0,41.0,21137.0
4972,Eosuxis,Female,Poor,179.0,76.0,33.0,18392.0
4973,Üwimvuw,Female,Poor,182.0,75.0,37.0,20413.0
4974,Erabod,Female,Middle Class,187.0,88.0,41.0,19124.0
4975,Üljülimil,Male,Middle Class,186.0,74.0,37.0,18197.0
4976,Ojü,Female,Middle Class,172.0,90.0,42.0,19768.0
4977,Qüb,Female,Rich,183.0,76.0,40.0,18671.0
4978,Uluyas,Male,Rich,173.0,90.0,42.0,18110.0
4979,Ahejal,Male,Rich,190.0,67.0,33.0,19615.0
4980,Wix,Female,Rich,173.0,73.0,42.0,19666.0
4981,Aüjoce,Female,Poor,169.0,85.0,36.0,20185.0
4982,Oñd,Male,Middle Class,180.0,89.0,31.0,19966.0
4983,Ücüuvinün,Female,Rich,172.0,73.0,37.0,18417.0
4984,Ücoñiy,Female,Poor,163.0,69.0,40.0,19526.0
4985,Uluyevüy,Female,Poor,165.0,84.0,40.0,21309.0
4986,Oru,Male,Rich,163.0,86.0,34.0,19041.0
4987,Üjühfuq,Female,Rich,168.0,77.0,33.0,19425.0
4988,Ezet,Male,Poor,165.0,79.0,40.0,19060.0
4989,Ñüosüd,Male,Poor,162.0,85.0,41.0,18764.0
4990,Lixüm,Male,Rich,174.0,75.0,31.0,18114.0
4991,Ürüxüwec,Female,Rich,179.0,73.0,40.0,19342.0
4992,Aboñu,Female,Middle Class,174.0,78.0,35.0,21265.0
4993,Aciwciz,Male,Poor,176.0,82.0,31.0,18346.0
4994,Ivuñpac,Male,Middle Class,179.0,88.0,35.0,20540.0
4995,Iposeizür,Male,Rich,179.0,86.0,32.0,21136.0
4996,Ovn,Male,Middle Class,164.0,67.0,31.0,21042.0
4997,Emüset,Male,Poor,172.0,67.0,39.0,20818.0
4998,Üñaluniñ,Male,Poor,188.0,76.0,38.0,19288.0
4999,Iiy,Female,Poor,182.0,89.0,39.0,21411.0
5000,Uaf,Male,Rich,173.0,79.0,32.0,20030.0
5001,Epehuwed,Male,Middle Class,190.0,88.0,39.0,20673.0
5002,Ihafoz,Male,Middle Class,165.0,83.0,33.0,20476.0
5003,Üvuqüj,Male,Middle Class,166.0,70.0,42.0,19252.0
5004,Uqozüz,Male,Middle Class,172.0,68.0,34.0,20458.0
5005,Uas,Male,Middle Class,177.0,78.0,40.0,21427.0
5006,Otic,Female,Poor,181.0,87.0,39.0,18342.0
5007,Uzur,Male,Poor,177.0,86.0,34.0,20135.0
5008,Eapoxu,Male,Poor,165.0,68.0,35.0,18828.0
5009,Ebüjlom,Female,Middle Class,182.0,77.0,32.0,20470.0
5010,Ulüüv,Male,Rich,162.0,90.0,33.0,19807.0
5011,Ücotufin,Male,Poor,174.0,80.0,31.0,20102.0
5012,Ureel,Female,Poor,172.0,80.0,31.0,18971.0
5013,Ougef,Male,Rich,173.0,66.0,33.0,19376.0
5014,Urep,Male,Middle Class,171.0,66.0,38.0,20669.0
5015,Ieq,Male,Rich,166.0,78.0,34.0,19657.0
5016,Jop,Female,Rich,167.0,75.0,34.0,18661.0
5017,Ulayolieh,Male,Middle Class,170.0,80.0,37.0,21050.0
5018,Usud,Female,Rich,168.0,78.0,36.0,19790.0
5019,Üfrixayaf,Female,Poor,179.0,80.0,37.0,21189.0
5020,Üjex,Male,Poor,170.0,76.0,39.0,19340.0
5021,Ütoseduc,Male,Middle Class,183.0,90.0,38.0,20082.0
5022,Ocüxazebüb,Male,Rich,161.0,87.0,32.0,20951.0
5023,Euqat,Female,Poor,178.0,79.0,40.0,21176.0
5024,Utf,Male,Rich,183.0,83.0,41.0,20502.0
5025,Redu,Female,Rich,174.0,75.0,35.0,19744.0
5026,Ulesüf,Female,Rich,190.0,72.0,42.0,19232.0
5027,Agecügn,Female,Rich,162.0,86.0,38.0,18241.0
5028,Ijoyuhücüg,Male,Rich,173.0,90.0,42.0,19641.0
5029,Üboxürol,Female,Poor,184.0,74.0,40.0,18039.0
5030,Izüy,Female,Middle Class,170.0,73.0,38.0,21136.0
5031,Uüuedü,Male,Rich,168.0,69.0,40.0,20822.0
5032,Ofuboguh,Female,Poor,172.0,68.0,41.0,18990.0
5033,Ievuz,Female,Middle Class,161.0,82.0,39.0,20745.0
5034,Awer,Female,Rich,182.0,81.0,32.0,19879.0
5035,Equd,Female,Middle Class,184.0,82.0,36.0,19209.0
5036,Iüd,Female,Poor,171.0,73.0,40.0,19698.0
5037,Üpudejif,Female,Poor,165.0,75.0,37.0,19345.0
5038,Opozup,Female,Poor,183.0,85.0,40.0,18153.0
5039,Nos,Male,Poor,171.0,68.0,41.0,18935.0
5040,Izunawf,Female,Poor,173.0,90.0,41.0,19734.0
5041,Üzoy,Female,Rich,162.0,71.0,31.0,21103.0
5042,Gümyec,Male,Poor,172.0,80.0,42.0,18721.0
5043,Axüw,Female,Poor,170.0,69.0,40.0,18357.0
5044,Tolases,Male,Poor,177.0,77.0,35.0,18620.0
5045,Eyem,Male,Rich,162.0,82.0,40.0,18153.0
5046,Ifücoc,Male,Rich,172.0,82.0,36.0,20162.0
5047,Aloütx,Male,Rich,168.0,90.0,31.0,20677.0
5048,Ocib,Male,Rich,178.0,86.0,31.0,20785.0
5049,Ibesejüc,Male,Rich,187.0,79.0,38.0,20962.0
5050,Agw,Female,Middle Class,182.0,84.0,32.0,18344.0
5051,Agefur,Male,Poor,181.0,73.0,34.0,18940.0
5052,Ebuzüuiy,Male,Poor,168.0,82.0,40.0,21023.0
5053,Iqüb,Female,Poor,182.0,80.0,42.0,19392.0
5054,Sawh,Female,Rich,189.0,82.0,36.0,19381.0
5055,Fipel,Female,Poor,189.0,90.0,42.0,18192.0
5056,Uvewowu,Female,Rich,179.0,85.0,39.0,20690.0
5057,Iyüwusz,Female,Rich,178.0,83.0,37.0,19188.0
5058,Uda,Female,Rich,161.0,80.0,35.0,19578.0
5059,Eñülanüj,Female,Middle Class,164.0,84.0,41.0,18393.0
5060,Uyar,Female,Rich,186.0,69.0,36.0,18647.0
5061,Reie,Male,Poor,167.0,66.0,39.0,18822.0
5062,Üicadag,Female,Poor,180.0,81.0,38.0,20943.0
5063,Uzüg,Male,Rich,177.0,87.0,40.0,18550.0
5064,Aüujiw,Male,Middle Class,171.0,79.0,34.0,19575.0
5065,Eyif,Female,Middle Class,188.0,75.0,36.0,18317.0
5066,Utasaf,Female,Rich,167.0,73.0,34.0,19220.0
5067,Jah,Female,Middle Class,190.0,84.0,42.0,19241.0
5068,Aew,Female,Middle Class,165.0,72.0,34.0,19786.0
5069,Atnünüq,Female,Middle Class,162.0,75.0,31.0,18157.0
5070,Eapañ,Female,Rich,171.0,73.0,40.0,21271.0
5071,Ureüdü,Female,Rich,175.0,80.0,41.0,18263.0
5072,Üwon,Female,Middle Class,172.0,78.0,41.0,19737.0
5073,Oxih,Female,Poor,186.0,68.0,39.0,20383.0
5074,Üjve,Female,Poor,185.0,71.0,40.0,20684.0
5075,Amar,Male,Poor,173.0,71.0,42.0,18822.0
5076,Zumihef,Male,Poor,185.0,79.0,40.0,18945.0
5077,Güfaz,Male,Poor,167.0,77.0,38.0,21092.0
5078,Üyñutuv,Male,Poor,187.0,73.0,39.0,20530.0
5079,Atanifs,Female,Poor,188.0,73.0,39.0,19725.0
5080,Otilj,Male,Poor,162.0,89.0,40.0,20502.0
5081,Oqr,Female,Poor,162.0,68.0,42.0,18468.0
5082,Ümülhüv,Male,Poor,170.0,81.0,35.0,20244.0
5083,Iñüt,Male,Poor,183.0,88.0,36.0,19976.0
5084,Uhibf,Female,Rich,170.0,82.0,36.0,20459.0
5085,Aüdataj,Female,Rich,184.0,81.0,41.0,18172.0
5086,Buh,Female,Rich,177.0,88.0,41.0,20111.0
5087,Eicess,Female,Rich,174.0,77.0,34.0,20908.0
5088,Düb,Female,Middle Class,178.0,68.0,34.0,21279.0
5089,Avgumej,Female,Rich,170.0,88.0,36.0,21449.0
5090,Ñuxb,Female,Rich,175.0,72.0,32.0,20195.0
5091,Alafiwil,Male,Rich,175.0,85.0,32.0,19072.0
5092,Cerub,Female,Middle Class,170.0,88.0,39.0,19305.0
5093,Oqoquoq,Male,Middle Class,179.0,71.0,35.0,20749.0
5094,Osil,Female,Poor,169.0,76.0,31.0,19327.0
5095,Tüjübu,Male,Poor,178.0,80.0,40.0,21431.0
5096,Eñumulay,Male,Poor,171.0,71.0,36.0,21481.0
5097,Aomuif,Female,Rich,177.0,72.0,40.0,20629.0
5098,Udisd,Female,Rich,181.0,87.0,35.0,18228.0
5099,Üifcañ,Female,Middle Class,186.0,83.0,32.0,21368.0
5100,Uyubaxr,Female,Poor,183.0,77.0,36.0,18526.0
5101,Azñ,Male,Rich,164.0,84.0,33.0,21078.0
5102,Axishino,Female,Rich,186.0,86.0,41.0,18847.0
5103,Üülop,Male,Poor,181.0,85.0,38.0,19046.0
5104,Iñüvülel,Female,Rich,179.0,81.0,39.0,19196.0
5105,Awüdesr,Male,Rich,166.0,89.0,31.0,18462.0
5106,Unigüx,Female,Rich,180.0,85.0,36.0,21477.0
5107,Ubuweq,Female,Rich,181.0,67.0,40.0,21003.0
5108,Wid,Female,Rich,163.0,83.0,32.0,20760.0
5109,Epüy,Female,Poor,170.0,71.0,37.0,19530.0
5110,Üzlic,Male,Poor,168.0,80.0,38.0,19132.0
5111,Atubwej,Female,Rich,187.0,77.0,42.0,18799.0
5112,Ojhodus,Male,Rich,190.0,75.0,38.0,21040.0
5113,Opif,Female,Middle Class,169.0,85.0,34.0,18445.0
5114,Acqoh,Female,Rich,176.0,66.0,35.0,18419.0
5115,Ibp,Female,Middle Class,180.0,82.0,36.0,19096.0
5116,Atafasa,Female,Rich,185.0,82.0,39.0,19308.0
5117,Ifaf,Male,Rich,174.0,89.0,35.0,18158.0
5118,Usedzeh,Male,Poor,171.0,71.0,40.0,21240.0
5119,Yiurib,Male,Poor,167.0,80.0,31.0,20269.0
5120,Idoz,Female,Rich,174.0,79.0,39.0,20863.0
5121,Apox,Male,Rich,188.0,67.0,40.0,20240.0
5122,Aruziq,Female,Middle Class,167.0,85.0,31.0,20508.0
5123,Hiyif,Female,Rich,172.0,80.0,35.0,19973.0
5124,Ohw,Male,Rich,180.0,75.0,42.0,18509.0
5125,Enew,Female,Middle Class,174.0,82.0,35.0,21344.0
5126,Aqebepup,Male,Middle Class,187.0,79.0,40.0,20702.0
5127,Ülanir,Male,Poor,183.0,66.0,33.0,18118.0
5128,Ohis,Female,Rich,166.0,90.0,38.0,18228.0
5129,Osepoc,Female,Middle Class,162.0,83.0,33.0,20871.0
5130,Üquufol,Male,Poor,176.0,88.0,41.0,19391.0
5131,Iceg,Female,Rich,163.0,72.0,40.0,20630.0
5132,Gih,Male,Middle Class,162.0,67.0,31.0,20936.0
5133,Esep,Female,Middle Class,189.0,74.0,40.0,20813.0
5134,Ebañ,Male,Middle Class,167.0,79.0,38.0,18349.0
5135,Osül,Female,Rich,167.0,75.0,41.0,20785.0
5136,Ihah,Female,Rich,183.0,79.0,36.0,21129.0
5137,Eñemequyur,Male,Poor,173.0,75.0,31.0,20851.0
5138,Fil,Male,Rich,162.0,75.0,42.0,19469.0
5139,Elüwovüd,Male,Rich,180.0,73.0,34.0,18940.0
5140,Ufütaqü,Female,Rich,190.0,84.0,32.0,19855.0
5141,Eüjel,Male,Rich,188.0,66.0,38.0,18982.0
5142,Etumolaf,Female,Rich,175.0,80.0,32.0,20065.0
5143,Orifihül,Female,Rich,184.0,66.0,34.0,18579.0
5144,Lacu,Male,Rich,189.0,84.0,39.0,20329.0
5145,Wüiiw,Female,Poor,178.0,72.0,34.0,21162.0
5146,Ural,Male,Rich,175.0,80.0,40.0,18499.0
5147,Paj,Female,Rich,176.0,87.0,41.0,19503.0
5148,Ixutüf,Female,Rich,174.0,72.0,37.0,21176.0
5149,Ubod,Female,Middle Class,176.0,90.0,35.0,19836.0
5150,Ihüqulun,Female,Middle Class,176.0,89.0,41.0,19762.0
5151,Amegoc,Male,Rich,190.0,77.0,37.0,19542.0
5152,Atüüwim,Female,Middle Class,173.0,73.0,34.0,20896.0
5153,Wüd,Female,Rich,189.0,90.0,37.0,19196.0
5154,Amelagn,Female,Rich,177.0,78.0,41.0,18094.0
5155,Ojan,Female,Middle Class,176.0,83.0,41.0,20677.0
5156,Oüc,Male,Middle Class,169.0,89.0,34.0,18596.0
5157,Iefiv,Male,Rich,168.0,70.0,36.0,19317.0
5158,Ulajos,Male,Poor,182.0,71.0,32.0,20616.0
5159,Ümib,Male,Middle Class,183.0,87.0,38.0,18395.0
5160,Udesüq,Male,Middle Class,179.0,79.0,40.0,20683.0
5161,Arw,Female,Poor,180.0,88.0,33.0,18107.0
5162,Üñofüwinüy,Female,Poor,184.0,77.0,42.0,18558.0
5163,Uyazü,Male,Poor,170.0,76.0,40.0,20006.0
5164,Elb,Male,Poor,181.0,87.0,40.0,18235.0
5165,Egüd,Female,Rich,189.0,81.0,37.0,18463.0
5166,Ufunuvul,Female,Middle Class,169.0,73.0,37.0,21390.0
5167,Enabisoz,Female,Rich,166.0,90.0,33.0,18290.0
5168,Eweh,Female,Rich,176.0,75.0,35.0,20901.0
5169,Olüñ,Male,Poor,164.0,80.0,31.0,21329.0
5170,Esinu,Male,Poor,169.0,73.0,42.0,20131.0
5171,Erecay,Male,Middle Class,176.0,87.0,38.0,19227.0
5172,Xoyñ,Female,Poor,162.0,69.0,34.0,18810.0
5173,Uxolox,Female,Poor,166.0,76.0,32.0,18940.0
5174,Edu,Male,Poor,173.0,68.0,33.0,21351.0
5175,Uximüt,Male,Middle Class,189.0,80.0,35.0,19762.0
5176,Icuduhav,Male,Middle Class,180.0,72.0,37.0,19348.0
5177,Üñiqacr,Female,Rich,161.0,70.0,42.0,19109.0
5178,Exupih,Female,Rich,174.0,85.0,32.0,19227.0
5179,Ualutürr,Male,Poor,184.0,88.0,39.0,20017.0
5180,Iszul,Female,Poor,164.0,75.0,39.0,19518.0
5181,Ucula,Female,Poor,190.0,81.0,42.0,19165.0
5182,Ovimar,Male,Rich,161.0,71.0,35.0,19424.0
5183,Eodm,Male,Poor,170.0,68.0,36.0,20788.0
5184,Olos,Female,Poor,185.0,67.0,34.0,21178.0
5185,Umehfüy,Male,Poor,169.0,72.0,31.0,21087.0
5186,Uonülüñ,Female,Rich,173.0,66.0,39.0,19877.0
